,k,d_g,d_b,d_cdm,d_dmeff,d_ur,d_tot,phi,psi,mass,sigma,np
11,3.697358533591e-05,-0.0002000624925097,-0.0001500547738702,-0.0001500548401402,-0.0001500548391678,-0.0002000612555469,-0.0001514809031457,0.6121734991803,0.5968436948642,3.6e-05,3.6e-30,2
12,4.14850450686e-05,-0.0002518600759736,-0.0001889075846736,-0.0001889076897029,-0.0001889076881616,-0.0002518581155599,-0.0001907028880492,0.6121724260297,0.5968429743327,3.6e-05,3.6e-30,2
13,4.654698614451e-05,-0.0003170672186631,-0.000237820268877,-0.0002378204353389,-0.0002378204328961,-0.0003170641116689,-0.0002400802840287,0.6121710716129,0.5968420681846,3.6e-05,3.6e-30,2
14,5.222657744628e-05,-0.0003991547381961,-0.0002993975211792,-0.0002993977850032,-0.0002993977811317,-0.0003991498140693,-0.0003022424931547,0.6121693705605,0.5968409299077,3.6e-05,3.6e-30,2
15,5.859918369976e-05,-0.000502491398138,-0.0003769184206218,-0.0003769188387547,-0.0003769188326188,-0.0005024835941812,-0.0003804996818021,0.6121672304688,0.5968394979105,3.6e-05,3.6e-30,2
16,6.574936551816e-05,-0.0006325759874935,-0.0004745110311204,-0.0004745116938157,-0.0004745116840909,-0.0006325636195599,-0.0004790190229941,0.6121645425892,0.5968377013754,3.6e-05,3.6e-30,2
17,7.377200147002e-05,-0.0007963292033071,-0.0005973721706765,-0.0005973732209639,-0.000597373205551,-0.0007963096025496,-0.0006030465263229,0.6121611541929,0.5968354322683,3.6e-05,3.6e-30,2
18,8.277354706016e-05,-0.00100246077874,-0.0007520441153798,-0.0007520457799951,-0.0007520457555673,-0.001002429715512,-0.0007591863273641,0.6121568834864,0.5968325769323,3.6e-05,3.6e-30,2
19,9.287344732953e-05,-0.001261930972981,-0.00094676287018,-0.0009467655084074,-0.000946765469692,-0.001261881745094,-0.0009557521976801,0.6121515116007,0.5968289842914,3.6e-05,3.6e-30,2
20,0.0001042057218184,-0.001588530572826,-0.001191896580209,-0.001191900761501,-0.00119190070014,-0.001588452559883,-0.001203210010887,0.6121447502018,0.5968244612397,3.6e-05,3.6e-30,2
21,0.0001169207429241,-0.001999609499584,-0.00150049739119,-0.001500504018013,-0.001500503920763,-0.00199948587376,-0.001514734670016,0.6121362389444,0.5968187660279,3.6e-05,3.6e-30,2
22,0.0001311872312515,-0.002516991554692,-0.001888996070565,-0.001889006573276,-0.001889006419142,-0.002516795652589,-0.001906911048436,0.6121255214204,0.596811597321,3.6e-05,3.6e-30,2
23,0.000147194494433,-0.003168122012987,-0.002378076271462,-0.002378092916991,-0.002378092672706,-0.003167811593259,-0.002400616115501,0.612112033916,0.5968025731432,3.6e-05,3.6e-30,2
24,0.0001651549391254,-0.003987506080134,-0.002993774863994,-0.002993801245072,-0.002993800857906,-0.003987014225169,-0.003022129016641,0.6120950517387,0.5967912113146,3.6e-05,3.6e-30,2
25,0.0001853068895179,-0.005018509860733,-0.003768866703119,-0.003768908514544,-0.003768907900927,-0.005017730575411,-0.003804527879609,0.61207367807,0.5967769110558,3.6e-05,3.6e-30,2
26,0.0002079177497483,-0.006315611757797,-0.004744607095575,-0.004744673360955,-0.004744672388443,-0.006314377180907,-0.004789447059932,0.6120467765748,0.5967589094514,3.6e-05,3.6e-30,2
27,0.0002332875521946,-0.007947211934581,-0.00597292424091,-0.00597302926362,-0.005973027722296,-0.007945256266555,-0.006029287606407,0.6120129158383,0.5967362501128,3.6e-05,3.6e-30,2
28,0.0002617529387212,-0.009999129638812,-0.007519177376565,-0.007519343822419,-0.007519341379577,-0.00999603212567,-0.007589997153105,0.6119703003683,0.5967077277285,3.6e-05,3.6e-30,2
29,0.000293691627713,-0.01257894366262,-0.009465625928474,-0.009465889723717,-0.00946588585207,-0.01257403843574,-0.009554564993665,0.6119166709152,0.5966718273401,3.6e-05,3.6e-30,2
30,0.000329527426168,-0.01582135792143,-0.01191579200365,-0.01191621008009,-0.01191620394394,-0.01581359164486,-0.01202741486433,0.6118491876064,0.5966266427654,3.6e-05,3.6e-30,2
31,0.0003697358533591,-0.01989480061101,-0.01499994454578,-0.01500060713253,-0.0150005974074,-0.01988250778978,-0.01513992359969,0.611764280107,0.596569775925,3.6e-05,3.6e-30,2
32,0.000414850450686,-0.02500948640214,-0.01888199115478,-0.01888304124124,-0.01888302582794,-0.02499003532469,-0.01905735059732,0.6116574676169,0.5964982122667,3.6e-05,3.6e-30,2
33,0.0004654698614451,-0.03142717963938,-0.02376813472456,-0.02376979891071,-0.02376977448232,-0.03139641497916,-0.02398753281565,0.6115231233535,0.5964081620669,3.6e-05,3.6e-30,2
34,0.0005222657744628,-0.03947287747088,-0.02991774049659,-0.02992037785617,-0.0299203391398,-0.03942424460526,-0.03019178590139,0.6113541916591,0.5962948648018,3.6e-05,3.6e-30,2
35,0.0005859918369976,-0.04954856484714,-0.03765696770637,-0.03766114729101,-0.03766108592975,-0.04947173752693,-0.03799855664048,0.611141833481,0.5961523412838,3.6e-05,3.6e-30,2
36,0.0006574936551816,-0.06214904055417,-0.04739585357688,-0.04740247714155,-0.04740237989059,-0.06202777565344,-0.04782049850204,0.6108749840987,0.5959730876844,3.6e-05,3.6e-30,2
37,0.0007377200147002,-0.0778795156014,-0.05964969853303,-0.05966019476848,-0.05966004063621,-0.07768831467117,-0.06017579256627,0.6105398251699,0.5957476943223,3.6e-05,3.6e-30,2
38,0.0008277354706016,-0.097474167255,-0.07506579530249,-0.07508242805031,-0.07508218376727,-0.09717310180964,-0.07571471393799,0.6101191218142,0.5954643737534,3.6e-05,3.6e-30,2
39,0.0009287344732953,-0.12181393314,-0.09445677629223,-0.09448313215501,-0.0944827449928,-0.1213406798185,-0.09525264761523,0.6095914415277,0.5951083796803,3.6e-05,3.6e-30,2
40,0.001042057218184,-0.1519404071683,-0.1188421182227,-0.1188838786512,-0.1188832650407,-0.1511980827096,-0.1198109860862,0.6089302120752,0.5946612936265,3.6e-05,3.6e-30,2
41,0.001169207429241,-0.189060440264,-0.1494996444163,-0.1495658088707,-0.1495648363637,-0.1878992198956,-0.1506675851953,0.6081026252291,0.5941001586005,3.6e-05,3.6e-30,2
42,0.001311872312515,-0.2345326560252,-0.1880291931182,-0.1881340154899,-0.1881324741706,-0.2327223867734,-0.1894187022268,0.607068383707,0.593396437515,3.6e-05,3.6e-30,2
43,0.00147194494433,-0.2898232720249,-0.2364325619535,-0.2365988959888,-0.2365972036616,-0.2870079735327,-0.2380569435859,0.6057847630618,0.5925204724193,3.6e-05,3.6e-30,2
44,0.001651549391254,-0.3564070414595,-0.2972064363188,-0.2974702128683,-0.297468469683,-0.3520527272465,-0.2990582148198,0.6041885043428,0.591425779932,3.6e-05,3.6e-30,2
45,0.001853068895179,-0.4355888385488,-0.3734604463248,-0.3738784663212,-0.3738766739876,-0.4289039458284,-0.375494671822,0.6022077141315,0.5900582140423,3.6e-05,3.6e-30,2
46,0.002079177497483,-0.5282052391066,-0.469057054657,-0.4697191695615,-0.46971732888,-0.5180381444966,-0.4711653351735,0.5997589244638,0.5883529719523,3.6e-05,3.6e-30,2
47,0.002332875521946,-0.6341603302465,-0.5887773885944,-0.5898256762395,-0.5898237873386,-0.6188800687796,-0.5907494096941,0.5967457416857,0.5862319849008,3.6e-05,3.6e-30,2
48,0.002617529387212,-0.7517528342435,-0.738515152931,-0.7401741482727,-0.7401722107918,-0.7291349219331,-0.7399845951932,0.5930597199537,0.5836023391779,3.6e-05,3.6e-30,2
49,0.00293691627713,-0.8767773980173,-0.9254983476319,-0.9281225984229,-0.9281206116521,-0.8439510308429,-0.9258717650933,0.5885831449593,0.5803551787367,3.6e-05,3.6e-30,2
50,0.00329527426168,-1.001459254642,-1.1585359309,-1.162684769885,-1.162682732871,-0.9550301644627,-1.156908569254,0.5831947952063,0.5763658018512,3.6e-05,3.6e-30,2
51,0.003697358533591,-1.11344499745,-1.448282108221,-1.454837009799,-1.454834921425,-1.049995485449,-1.443356707266,0.5767794847466,0.5714956531463,3.6e-05,3.6e-30,2
52,0.00414850450686,-1.195366770216,-1.807505383576,-1.817853345087,-1.817851204133,-1.112632851165,-1.79755288342,0.5692419354294,0.5655973137339,3.6e-05,3.6e-30,2
53,0.004654698614451,-1.225937377092,-2.251342510326,-2.267662382923,-2.267660188113,-1.124993274488,-2.234282831487,0.5605246925389,0.5585240889498,3.6e-05,3.6e-30,2
54,0.005222657744628,-1.183999948692,-2.797508927406,-2.823216288595,-2.823214038627,-1.072554709582,-2.771244010089,0.5506266663855,0.5501448649353,3.6e-05,3.6e-30,2
55,0.005859918369976,-1.057036325951,-3.466431326169,-3.506867267584,-3.506864961159,-0.9530916725461,-3.429620798478,0.5396162053873,0.5403650581241,3.6e-05,3.6e-30,2
56,0.006574936551816,-0.85435747172,-4.281266479792,-4.344753045983,-4.344750681818,-0.7875770388725,-4.234752043482,0.527627612232,0.5291515513551,3.6e-05,3.6e-30,2
57,0.007377200147002,-0.6210289298968,-5.267729995369,-5.367187068496,-5.367184645341,-0.6264352887836,-5.216731378933,0.5148257993196,0.5165529278774,3.6e-05,3.6e-30,2
58,0.008277354706016,-0.4407285298934,-6.453664368784,-6.609053242211,-6.609050758855,-0.5382054199747,-6.410580071011,0.5013332446999,0.5027029080665,3.6e-05,3.6e-30,2
59,0.009287344732953,-0.4077358785864,-7.868141947065,-8.110127829663,-8.110125284938,-0.5682301416445,-7.855421116413,0.4871319767168,0.4877852438389,3.6e-05,3.6e-30,2
60,0.01042057218184,-0.5548151869033,-9.539783895826,-9.91514263938,-9.915140032161,-0.6787005553011,-9.592364259969,0.4719966201589,0.4719468899765,3.6e-05,3.6e-30,2
61,0.01169207429241,-0.7696435474824,-11.49374576949,-12.07320807137,-12.07320540057,-0.7347963031056,-11.66200854562,0.4555438009818,0.4551767280015,3.6e-05,3.6e-30,2
62,0.01311872312515,-0.8157541830919,-13.74687239587,-14.63619851817,-14.63619578275,-0.6261676678268,-14.10414473513,0.4374419974862,0.4372347114241,3.6e-05,3.6e-30,2
63,0.01471944944329,-0.5758291653815,-16.30077324174,-17.65591148914,-17.65590868807,-0.4618001438313,-16.96071975328,0.4176488987418,0.417755062626,3.6e-05,3.6e-30,2
64,0.01651549391202,-0.3289914901504,-19.13367111979,-21.18037266032,-21.18036979256,-0.4809738182576,-20.27519405215,0.3963838690366,0.3965393056926,3.6e-05,3.6e-30,2
65,0.01853068892068,-0.449868168459,-22.19228592523,-25.24954597332,-25.24954303783,-0.5780114064911,-24.07724800116,0.3737718745663,0.3737486979643,3.6e-05,3.6e-30,2
66,0.02079177387373,-0.6201564020599,-25.38581508313,-29.89001771632,-29.89001471197,-0.4396390035895,-28.36585216648,0.3497108103342,0.3496576367503,3.6e-05,3.6e-30,2
67,0.02332873074132,-0.3693388285606,-28.58687723488,-35.10885587515,-35.10885280069,-0.3861395056928,-33.1231140181,0.3243091821714,0.3243442048066,3.6e-05,3.6e-30,2
68,0.0261749357026,-0.3528253270343,-31.65117872137,-40.89046862046,-40.89046547443,-0.4455502346165,-38.32555736152,0.2980226207543,0.298024781677,3.6e-05,3.6e-30,2
69,0.02936555805635,-0.4731900498952,-34.47128452955,-47.19894380866,-47.19894058929,-0.2989668394726,-43.92214801041,0.2713233675299,0.2713267959696,3.6e-05,3.6e-30,2
70,0.03292682347815,-0.4215191778584,-37.07022078276,-53.97728280279,-53.97727950809,-0.3621692237685,-49.86922708094,0.244998400466,0.245019616471,3.6e-05,3.6e-30,2
71,0.03683709330358,-0.5830139412748,-39.7236769916,-61.12095358886,-61.12095021729,-0.2497055536181,-56.12538515053,0.2202841867271,0.2202884557656,3.6e-05,3.6e-30,2
72,0.04095543211618,-0.1715567632121,-42.9654324637,-68.41295239371,-68.41294894584,-0.2650691725145,-62.58460790489,0.1987046372603,0.1987096438137,3.6e-05,3.6e-30,2
73,0.04502448509192,-0.2479055274925,-47.26701971721,-75.53900305839,-75.53899953821,-0.2341313337121,-69.07731545126,0.1814581961768,0.1814549543278,3.6e-05,3.6e-30,2
74,0.04884708991234,-0.3057491046351,-52.6839029173,-82.29593318467,-82.29592959818,-0.2070486292717,-75.43775444289,0.1683550638888,0.1683576968804,3.6e-05,3.6e-30,2
75,0.05239007941194,-0.2038566948239,-58.96335931644,-88.6875265044,-88.68752285707,-0.2035171732034,-81.6281910532,0.1583493550345,0.1583493550345,3.6e-05,3.6e-30,2
76,0.05570651898045,-0.1941838545184,-65.77714163098,-94.79802644246,-94.79802273814,-0.1938590133014,-87.67148327174,0.1504225941222,0.1504225941222,3.6e-05,3.6e-30,2
77,0.05886102379382,-0.1860964299561,-72.80887226059,-100.7004128567,-100.7004090978,-0.1857838629286,-93.57766047998,0.1438061739151,0.1438061739151,3.6e-05,3.6e-30,2
78,0.06190687314325,-0.1789356175012,-79.75548011489,-106.432638436,-106.4326346235,-0.1786340887888,-99.33153289616,0.1379958063893,0.1379958063893,3.6e-05,3.6e-30,2
79,0.06488442645362,-0.1722672480771,-86.32885212725,-112.0022501355,-112.0022462697,-0.1719762725351,-104.89530116,0.1326563747204,0.1326563747204,3.6e-05,3.6e-30,2
80,0.06782403073702,-0.1658073979838,-92.25993527144,-117.3963017547,-117.3962978352,-0.1655269636745,-110.2172974003,0.1275654157304,0.1275654157304,3.6e-05,3.6e-30,2
81,0.07074891559932,-0.1593792333274,-97.31352100275,-122.5903717301,-122.5903677558,-0.1591096025896,-115.2416246447,0.122579592438,0.122579592438,3.6e-05,3.6e-30,2
82,0.07367733710877,-0.1528860481909,-101.3039788311,-127.5563392689,-127.5563352381,-0.1526276077372,-119.9169247603,0.1176141325535,0.1176141325535,3.6e-05,3.6e-30,2
83,0.07662405936252,-0.1462951232766,-104.1151001789,-132.2699186423,-132.269914553,-0.1460482635273,-124.2055759134,0.1126306327688,0.1126306327688,3.6e-05,3.6e-30,2
84,0.0796013662609,-0.1396264018407,-105.7218082686,-136.7175923052,-136.7175881548,-0.1393914165868,-128.0926826331,0.1076287193202,0.1076287193202,3.6e-05,3.6e-30,2
85,0.08261975780275,-0.1329414289924,-106.20502241,-140.9025419269,-140.9025377125,-0.1327184373042,-131.593200635,0.1026383940511,0.1026383940511,3.6e-05,3.6e-30,2
86,0.0856884363956,-0.1263341442092,-105.7655159517,-144.8501377897,-144.8501335078,-0.1261230309486,-134.758546487,0.09771372190995,0.09771372190995,3.6e-05,3.6e-30,2
87,0.08881565226857,-0.1199185938707,-104.7224783904,-148.6108594509,-148.6108550976,-0.1197189764747,-137.6787695006,0.09292468572316,0.09292468572316,3.6e-05,3.6e-30,2
88,0.0920089529348,-0.1138169555142,-103.5033905804,-152.2612081916,-152.2612037626,-0.1136281762524,-140.4817534964,0.08834913942663,0.08834913942663,3.6e-05,3.6e-30,2
89,0.09527536616595,-0.1081452391861,-102.6138230838,-155.9005791707,-155.900574661,-0.1079663882375,-143.3260461966,0.08406317739698,0.08406317739698,3.6e-05,3.6e-30,2
90,0.09862153605116,-0.1029990131024,-102.5908275337,-159.6440503414,-159.6440457454,-0.1028289817192,-146.3878411725,0.08013138551035,0.08013138551035,3.6e-05,3.6e-30,2
91,0.1020538253516,-0.09843914870993,-103.9366094223,-163.6102940275,-163.610289339,-0.09827671148695,-149.8409567238,0.07659708496191,0.07659708496191,3.6e-05,3.6e-30,2
92,0.1055783932188,-0.09448113660518,-107.0424020806,-167.906395978,-167.9063911901,-0.09432505483519,-153.8327871243,0.07347474571082,0.07347474571082,3.6e-05,3.6e-30,2
93,0.1092012546125,-0.09108800282035,-112.1063866226,-172.6096395553,-172.6096346603,-0.09093714002683,-158.4568601705,0.07074471360754,0.07074471360754,3.6e-05,3.6e-30,2
94,0.1129283259241,-0.08816949583183,-119.059913296,-177.7495939451,-177.7495889345,-0.08802293200476,-163.7269106936,0.068352026172,0.068352026172,3.6e-05,3.6e-30,2
95,0.1167654600782,-0.08558985725893,-127.5266287245,-183.2939826338,-183.2939774982,-0.08544698263874,-169.5590714541,0.06621071704387,0.06621071704387,3.6e-05,3.6e-30,2
96,0.1207184735361,-0.08318177429267,-136.81721301,-189.1403534163,-189.1403481451,-0.08304235004779,-175.7642491442,0.06421229180525,0.06421229180525,3.6e-05,3.6e-30,2
97,0.1247931670502,-0.08076969891391,-145.9954665839,-195.1217710599,-195.1217656418,-0.08063386498031,-182.0628717334,0.06224064232482,0.06224064232482,3.6e-05,3.6e-30,2
98,0.1289953416147,-0.07819636951037,-154.0042672156,-201.0261003723,-201.0260947947,-0.07806459409086,-188.1199011935,0.06018944543211,0.06018944543211,3.6e-05,3.6e-30,2
99,0.1333308107853,-0.07535237565466,-159.8668390536,-206.6344404115,-206.6344346607,-0.07522534173589,-193.6070216588,0.05798200846101,0.05798200846101,3.6e-05,3.6e-30,2
100,0.1378054103573,-0.07219913235111,-162.9168580583,-211.7695355982,-211.7695296594,-0.07207757778743,-198.2773978067,0.05558704094003,0.05558704094003,3.6e-05,3.6e-30,2
101,0.1424250062616,-0.06878082981473,-163.0201764036,-216.3470077049,-216.3470015617,-0.0686653663385,-202.041463905,0.05302744513598,0.05302744513598,3.6e-05,3.6e-30,2
102,0.1471955014621,-0.06521951075108,-160.7176281642,-220.4149506072,-220.4149442418,-0.06511045926562,-205.0211396208,0.05037814057972,0.05037814057972,3.6e-05,3.6e-30,2
103,0.1521228425855,-0.06169184751932,-157.2250048185,-224.1678594323,-224.1678528251,-0.06158912894707,-207.5612319184,0.04775180840563,0.04775180840563,3.6e-05,3.6e-30,2
104,0.1572130269831,-0.05839133432723,-154.2440764824,-227.927032798,-227.9270259273,-0.05829444757169,-210.1845469794,0.04527474434952,0.04527474434952,3.6e-05,3.6e-30,2
105,0.1624721109113,-0.05547775756614,-153.5700934718,-232.0694465248,-232.0694393666,-0.05538586387135,-213.4737483132,0.04305453106599,0.04305453106599,3.6e-05,3.6e-30,2
106,0.1679062195059,-0.05303456847122,-156.5682070039,-236.9224274967,-236.9224200243,-0.05294667240454,-217.9052062,0.04114961059833,0.04114961059833,3.6e-05,3.6e-30,2
107,0.1735215592257,-0.05103760564595,-163.6578812609,-242.6493246567,-242.6493168407,-0.05095278915194,-223.6766946563,0.03954987638535,0.03954987638535,3.6e-05,3.6e-30,2
108,0.1793244334403,-0.04935993779216,-173.9992264196,-249.1613317173,-249.1613235254,-0.04927758445626,-230.5873183959,0.03817572809087,0.03817572809087,3.6e-05,3.6e-30,2
109,0.1853212618387,-0.0478113260032,-185.6166230919,-256.1435335816,-256.1435249786,-0.04773124422,-238.0777083351,0.03690614522078,0.03690614522078,3.6e-05,3.6e-30,2
110,0.1915186043438,-0.04618576064808,-195.8379963171,-263.0542123312,-263.0542032788,-0.04610820412376,-245.2964893328,0.03560406069538,0.03560406069538,3.6e-05,3.6e-30,2
111,0.1979231902264,-0.04433243242973,-202.2411843313,-269.3060425412,-269.3060329984,-0.04425795970195,-251.3930783824,0.03416566456255,0.03416566456255,3.6e-05,3.6e-30,2
112,0.2045419531355,-0.04222936457481,-203.7951694537,-274.5926774228,-274.5926673454,-0.04215855569817,-255.9592770395,0.03257135828299,0.03257135828299,3.6e-05,3.6e-30,2
113,0.2113820727907,-0.03998816861004,-201.494995913,-279.0575902032,-279.0575795427,-0.03992133773181,-259.2644228597,0.03089131049429,0.03089131049429,3.6e-05,3.6e-30,2
114,0.2184510241392,-0.03779719948789,-198.1001265902,-283.2181070408,-283.2180957436,-0.03773424094839,-262.1532522717,0.02924668930963,0.02924668930963,3.6e-05,3.6e-30,2
115,0.225756634859,-0.03583094852071,-196.9905136491,-287.7211683326,-287.7211563397,-0.03577137592243,-265.6713284691,0.02775192771556,0.02775192771556,3.6e-05,3.6e-30,2
116,0.2333071522061,-0.03418537948501,-200.6357600896,-293.1327993144,-293.1327865601,-0.03412851601387,-270.6590303001,0.02647254892706,0.02647254892706,3.6e-05,3.6e-30,2
117,0.2411113203738,-0.03283289597333,-209.2124164166,-299.6558414882,-299.6558278999,-0.03277814895842,-277.3094018628,0.02539560306998,0.02539560306998,3.6e-05,3.6e-30,2
118,0.2491784697558,-0.03162768377679,-220.1711653087,-306.8730914281,-306.8730769267,-0.03157479196493,-284.8917652874,0.02442799414959,0.02442799414959,3.6e-05,3.6e-30,2
119,0.2575186198216,-0.03039087545189,-229.5109485779,-313.9567735015,-313.9567580018,-0.03033996403169,-292.1176921354,0.02345143211865,0.02345143211865,3.6e-05,3.6e-30,2
120,0.2661425977175,-0.029018540376,-234.2119906039,-320.2068685243,-320.2068519346,-0.02896994399576,-297.953120247,0.02239483296586,0.02239483296586,3.6e-05,3.6e-30,2
121,0.2750621752533,-0.02753212769926,-234.2224186603,-325.4438328887,-325.4438151095,-0.027486112456,-302.2431097469,0.02126783413823,0.02126783413823,3.6e-05,3.6e-30,2
122,0.284290227642,-0.02606029728649,-232.736369048,-330.2240088404,-330.2239897618,-0.02601683771316,-305.9306774598,0.02015244307222,0.02015244307222,3.6e-05,3.6e-30,2
123,0.2938409182814,-0.02474644742866,-234.0855787053,-335.5331081934,-335.5330876923,-0.02470521181632,-310.4840441716,0.01914446319507,0.01914446319507,3.6e-05,3.6e-30,2
124,0.3037299150763,-0.02363146908244,-240.2706451489,-341.8909338956,-341.8909118346,-0.02359205001221,-316.6341648392,0.01827304735904,0.01827304735904,3.6e-05,3.6e-30,2
125,0.3139746453704,-0.02263795021661,-249.3500688366,-348.999224996,-348.9992012243,-0.02260012011775,-323.8405181123,0.01748921276093,0.01748921276093,3.6e-05,3.6e-30,2
126,0.3245945986384,-0.02164477750526,-257.0745470249,-356.019228146,-356.0192024994,-0.02160857255946,-330.7678048023,0.01671355343999,0.01671355343999,3.6e-05,3.6e-30,2
127,0.3356116888317,-0.02058623405254,-260.6372201182,-362.2265442077,-362.2265165073,-0.02055182037349,-336.3944913079,0.01590020755866,0.01590020755866,3.6e-05,3.6e-30,2
128,0.3470506919522,-0.01951015007271,-261.5120266628,-367.8508085862,-367.8507786336,-0.01947757877596,-341.1335506774,0.01507879462977,0.01507879462977,3.6e-05,3.6e-30,2
129,0.3589397793903,-0.01850748999273,-263.7685885871,-373.6943320009,-373.6942995731,-0.01847661174548,-346.2630192006,0.01430839398138,0.01430839398138,3.6e-05,3.6e-30,2
130,0.3713111743434,-0.01761914275383,-269.7330239921,-380.3862501291,-380.386214974,-0.01758972792004,-352.6530576788,0.01361756659072,0.01361756659072,3.6e-05,3.6e-30,2
131,0.3842019680016,-0.01679097778308,-277.2331877678,-387.5329893967,-387.5329512336,-0.01676291985095,-359.649898587,0.01297145211675,0.01297145211675,3.6e-05,3.6e-30,2
132,0.3976551452949,-0.01595580199354,-282.625086372,-394.3987747427,-394.3987332587,-0.01592913823825,-366.0949432794,0.01232560618952,0.01232560618952,3.6e-05,3.6e-30,2
133,0.4117208885985,-0.01511117476883,-285.5493087914,-400.8166194526,-400.8165742958,-0.01508593942527,-371.7966023686,0.01167689400799,0.01167689400799,3.6e-05,3.6e-30,2
134,0.4264582545434,-0.01430779601011,-289.1837720293,-407.4021424485,-407.4020932165,-0.0142839097009,-377.7439557388,0.0110578871061,0.0110578871061,3.6e-05,3.6e-30,2
135,0.44193735816,-0.01356445397008,-295.210309213,-414.5413318849,-414.5412781154,-0.01354179965105,-384.5097349982,0.01048126105348,0.01048126105348,3.6e-05,3.6e-30,2
136,0.4582422565474,-0.012850109718,-301.5188477437,-421.9879913877,-421.9879325478,-0.0128286417628,-391.5703298667,0.009927664453481,0.009927664453481,3.6e-05,3.6e-30,2
137,0.4754748117013,-0.0121362103112,-306.075925761,-429.237095694,-429.2370311687,-0.01211594026633,-398.2018715772,0.009377256814256,0.009377256814256,3.6e-05,3.6e-30,2
138,0.493759946275,-0.01144201280698,-310.6488665669,-436.5526122777,-436.5525413452,-0.01142290588667,-404.8902176111,0.00884164503709,0.00884164503709,3.6e-05,3.6e-30,2
139,0.5132529154734,-0.0107845297642,-316.8703691491,-444.4481486607,-444.448070459,-0.01076651674059,-412.3051062881,0.008332653647459,0.008332653647459,3.6e-05,3.6e-30,2
140,0.5341495508456,-0.01013984976069,-322.8305977873,-452.5603637547,-452.5602772505,-0.01012291305519,-419.8575568924,0.007834362644687,0.007834362644687,3.6e-05,3.6e-30,2
141,0.5567009681437,-0.009503495311882,-328.2999230598,-460.8296457454,-460.8295496789,-0.009487623678486,-427.4637120091,0.007343155043372,0.007343155043372,3.6e-05,3.6e-30,2
142,0.5812351068128,-0.008886149872403,-334.8277437926,-469.6476486865,-469.6475414873,-0.00887130794381,-435.6807325838,0.006865814157248,0.006865814157248,3.6e-05,3.6e-30,2
143,0.6081889018991,-0.008276354914603,-341.4499748984,-478.9270562064,-478.9269358825,-0.00826253164397,-444.2899937229,0.006394651554018,0.006394651554018,3.6e-05,3.6e-30,2
144,0.6381571986869,-0.007671653589975,-348.3996098754,-488.7752619164,-488.7751258756,-0.007658840516098,-453.4149928659,0.005927449133122,0.005927449133122,3.6e-05,3.6e-30,2
145,0.6719680157595,-0.007070578731263,-356.0955377112,-499.4576463493,-499.4574911176,-0.007058769340189,-463.3369677418,0.00546294745168,0.00546294745168,3.6e-05,3.6e-30,2
146,0.7107980430614,-0.006466655707575,-364.3886022035,-511.116798198,-511.1166189695,-0.006455855052552,-474.1499182564,0.004996322687862,0.004996322687862,3.6e-05,3.6e-30,2
